Customer ID,Survey ID,Date of Survey Submission,Survey Questions,Rating Scores,Comments/Feedback
a18c565e-4d25-478d-88ef-a9f4651a1eea,ebd6c3a7-b45e-42df-8d51-7824f0a39c77,2025-02-02,"How likely are you to recommend our product?, How would you rate the quality of our product?","2, 1",Doctor art century crime road seem deep city another.
6595aad2-7322-4c69-9ac5-6bf28761e826,e3d59308-0d00-462e-bfe7-89061123c8c9,2025-02-01,"How would you rate the quality of our product?, How satisfied are you with the delivery speed?, How satisfied are you with the service?","4, 4, 4",Above body deal chair available decade eye end its wind easy sometimes fact.
78fb70ad-b8fb-4271-a870-83e870ef9158,aa19f66f-edc5-4e7c-a207-1d3aa5841add,2025-02-02,"How satisfied are you with the service?, How likely are you to recommend our product?","2, 5",Region pattern lawyer job dream lot tree policy drug.
ae673f72-7db8-486c-9c18-a6eff34a9995,33541967-2e81-46d1-b998-39787d4d0271,2025-02-03,"How would you rate the quality of our product?, How likely are you to recommend our product?","1, 1",While magazine adult amount teach why specific how discussion feeling very third.
090fe128-4e38-4f6b-912a-f577fd55e387,6d94feaa-b813-4848-9fa9-a300a1ceefe7,2025-02-02,How satisfied are you with the delivery speed?,1,Up race TV stay under.
102b05e3-8bb5-40ec-961a-9f3a4db13607,9c029889-efac-43b1-b34c-2fd324f0f824,2025-02-01,How satisfied are you with the delivery speed?,5,Statement too so but husband laugh nothing hospital member.
0923caac-e3ec-4e1f-b919-67197af56bd4,7872f0d7-777f-4501-8e87-df5200018cc9,2025-02-02,How would you rate the quality of our product?,3,Adult put instead adult team against letter score ago stay name tell mention science prepare.
e0754959-cec6-4840-b2d5-fea6324bf200,dbd5808b-ec1a-44b2-942c-5dceebe1da76,2025-02-02,How likely are you to recommend our product?,2,Cultural than able start evening music interesting board weight guess even this either finally rather call exactly day.
fa90c699-c76b-4ac9-b96f-4b47d6939e49,f3420563-4d2a-448e-902c-454a606fd91b,2025-02-02,How likely are you to recommend our product?,4,Science general popular involve.
4813c56b-12dd-4c26-9b4c-b8e0bff56f53,872846aa-4ddd-4d14-9579-308eabb6cdd7,2025-02-03,"How would you rate the quality of our product?, How satisfied are you with the delivery speed?","5, 5",Dream pretty kind program worker along foreign race his.
7996e72b-50a5-42f8-ad7a-d28fc004d502,732a6c3a-7c75-48a6-b3ea-0bdbb6e7f064,2025-02-03,How easy was it to use our website/app?,5,Relate military loss matter season team economic represent.
bc45a98c-a14e-4e8d-824b-79b3c3e52e6e,6ee440ce-1256-4de1-8df6-09273201b1e1,2025-02-01,How easy was it to use our website/app?,1,Take job break upon new ago style.
4a4c85ed-7cea-49e5-be44-b5bae748b028,be39cdc4-d98c-405c-b9b6-1392db7d1296,2025-02-02,How likely are you to recommend our product?,2,Anything let spend guy building east each mind social ground onto among.
c4765e53-4dc5-4c52-8f6b-3e3fe6b049e8,9f5aa9bc-ddd9-43af-ad48-8286cbc07f09,2025-02-01,"How easy was it to use our website/app?, How would you rate the quality of our product?, How satisfied are you with the delivery speed?","2, 2, 1",Garden it response available phone ball knowledge service natural wife course nature.
5a0c47ff-f4c2-46c1-b49f-ae4fdcc9f6a0,1be3243b-1bf1-495e-80e3-b91ee48fece7,2025-02-03,"How likely are you to recommend our product?, How would you rate the quality of our product?, How satisfied are you with the service?","2, 3, 5",Bad actually together station try that build boy trial ago expert million sound tax base president fear capital.
d5053c74-b096-419e-8ba9-6804c099bcb0,b843c3d5-18cd-49f1-be59-4fba02c1a22c,2025-02-01,"How likely are you to recommend our product?, How would you rate the quality of our product?, How easy was it to use our website/app?","3, 5, 1",Responsibility check guess it network try send father early with for.
a073a68b-d576-4b05-846e-bce4b84d342a,d622d2b4-9bc2-4740-9bed-9f13a7534347,2025-02-02,How would you rate the quality of our product?,5,Her project voice black.
d2477657-d0e3-4a84-a185-9d1e6d328915,0f1d8676-d5b2-43d2-b2f1-c86c65210d61,2025-02-03,How easy was it to use our website/app?,1,Language health series son easy product.
7c630d3c-b05b-400c-b4e2-e067d19da4bf,3d205eab-1f1b-4176-8b77-f204066f29af,2025-02-02,"How would you rate the quality of our product?, How satisfied are you with the service?, How satisfied are you with the delivery speed?","5, 2, 2",Year the matter card amount practice family person daughter could speech respond PM player be center ten person.
c677f9d8-3428-436b-a90f-89abf46f3a6d,a37c9c9b-f610-4c48-aaf6-9ca9677ea4b2,2025-02-03,"How satisfied are you with the delivery speed?, How would you rate the quality of our product?, How easy was it to use our website/app?","2, 1, 2",Account skill she really build forget finally American these somebody five ball seek.
2c2a7a89-8578-4582-b2de-00825bf8eabc,38ebd260-f971-406c-ac64-bc426dd72f6e,2025-02-01,"How satisfied are you with the delivery speed?, How would you rate the quality of our product?, How likely are you to recommend our product?","5, 1, 2",She learn laugh article may cell from who best couple school herself camera speech civil stuff series again.
b56bdd0d-12e8-425c-8275-06c5a5035cba,3663d61c-1209-4653-a1fd-a6766e48a879,2025-02-02,How satisfied are you with the service?,1,Should degree eight city yourself modern official hold ten.
d277cf12-d0d8-4ca8-b735-8453e31f1402,efa3f074-ac24-491b-b22b-7507e76e0607,2025-02-03,How satisfied are you with the delivery speed?,1,Scene enough personal gas each hear get.
7f8d3048-c3b9-4efe-8c2a-7e4ff96a0ab0,8cfc25f5-87ad-4751-a709-f9a59d0200b8,2025-02-01,How easy was it to use our website/app?,1,Return major fly report have when strategy development meet point.
753a1bdf-9927-46f5-88df-b5d2121875d3,d98a7e30-76c5-44b8-8376-04ebd16c07d5,2025-02-03,"How easy was it to use our website/app?, How would you rate the quality of our product?","2, 4",From scientist chair democratic election number business personal clear.
47a21084-3459-43e3-bfac-60b8bb3ab37e,0672e88a-58f9-4b33-b478-a072ec945f45,2025-02-03,How would you rate the quality of our product?,4,Raise together cause rock about phone society.
c4b184a4-bdfc-4dd4-99f0-fe12ac1c757c,df008d04-9318-45b8-b737-47a174e177ea,2025-02-02,"How likely are you to recommend our product?, How satisfied are you with the delivery speed?, How satisfied are you with the service?","1, 2, 3",Claim ball through cell region for down without job per simple attorney.
b736ef3c-20b9-412c-89bf-c605d466d34e,e49340c9-d30c-46c5-a4c6-164825e1c9b1,2025-02-02,"How satisfied are you with the delivery speed?, How easy was it to use our website/app?, How satisfied are you with the service?","4, 1, 2",Prove away certainly lose fall three someone TV.
802f6841-0729-45ac-a962-d68c862f9304,d4f03523-f968-48c6-93cd-9f41b6f8d06f,2025-02-02,How satisfied are you with the service?,5,Detail single grow memory.
25200e6e-629c-4f6b-8404-a4fc0d09dc31,aee7b503-3d44-4cfb-b551-c0ecaa4248c2,2025-02-01,How would you rate the quality of our product?,2,Let popular at figure week believe.
2308e28f-c8ed-4814-8a6d-b42d0138be66,fd38eb4e-140d-4bb7-978f-7d01a9ec7fff,2025-02-01,"How satisfied are you with the delivery speed?, How would you rate the quality of our product?, How satisfied are you with the service?","2, 3, 5",Within too cover method get life reality.
b15c5e32-d898-48c6-b475-52c15affda45,b84abd5f-f49e-4806-8d95-2a13166c31c9,2025-02-01,"How easy was it to use our website/app?, How satisfied are you with the delivery speed?","4, 3",Little relate fine wish return force return structure safe show new less reach campaign future camera.
fbef1177-15d1-4f1d-9714-b6797dae6005,872f0e87-5e4f-45d1-9d48-00f7ec2f38b1,2025-02-02,"How satisfied are you with the delivery speed?, How likely are you to recommend our product?","4, 3",Practice blood less how.
d0f61cc3-55d2-4f1b-be5c-48f903ee0909,7d18a8eb-776b-4cee-95ea-c74e7c1324ce,2025-02-03,"How easy was it to use our website/app?, How would you rate the quality of our product?, How likely are you to recommend our product?","2, 1, 5",Daughter sit house sit state two particularly feeling choose nothing employee special.
a5e8d259-ecef-4c2e-8237-915b78f3d1f3,d0abdee3-649e-4cb1-ad0a-03362373ef1d,2025-02-03,How satisfied are you with the service?,1,Similar bed PM remain church great instead look people financial cultural then whole chance.
e98b1b03-bf4e-4e24-a2e2-1ab7611527ee,de807bc9-ecd0-4c81-9b38-2a45470e17b2,2025-02-03,"How likely are you to recommend our product?, How easy was it to use our website/app?, How satisfied are you with the service?","5, 1, 2",More respond analysis school property miss.
f458b3d7-35f3-4377-9375-d29c54e66e0e,3ed1edb3-89d5-48d0-9cea-9c63a38cf409,2025-02-02,"How satisfied are you with the delivery speed?, How likely are you to recommend our product?, How easy was it to use our website/app?","3, 5, 3",They send nothing six nature.
61597c58-d250-432d-b8e6-62f51245176f,79f3a1a3-9b04-462d-99f4-cc560ca7b4e2,2025-02-02,"How satisfied are you with the delivery speed?, How satisfied are you with the service?","5, 3",Indeed program almost southern politics movement note important wait glass but.
d9f4b4f2-cb35-4664-a505-fc509cc0579c,e638d5b6-889e-44ec-8e39-60bc8da8af37,2025-02-02,"How would you rate the quality of our product?, How satisfied are you with the service?","3, 1",Condition nor wall lead couple space she not American tell task defense perhaps author own man.
e5f42c8f-6ac3-4fe0-8254-779782db95cb,f8f908d9-b1b5-4767-8a9b-6e4ecb3f87d2,2025-02-01,"How easy was it to use our website/app?, How satisfied are you with the service?, How would you rate the quality of our product?","4, 1, 3",Mission message medical face pass especially teacher process seem discussion audience once low someone story impact.
d19b9291-9e58-4b5d-b220-51eb05179954,1ad0caa2-5555-4de7-b6e2-60a677a25171,2025-02-02,"How satisfied are you with the service?, How likely are you to recommend our product?","5, 4",Dark real reflect generation region become.
0a8aaf98-3d61-4899-b43a-880ad5bc42a4,44058f5e-a96a-43f3-9572-917872845f90,2025-02-01,"How satisfied are you with the service?, How likely are you to recommend our product?","4, 3",Seven knowledge social painting speech move that career herself should science space center discover voice.
0575cfd3-c056-4526-a249-5ad5312409bd,c78792db-b1d0-4379-93d4-41806eb6d8a2,2025-02-02,"How easy was it to use our website/app?, How would you rate the quality of our product?","4, 2",Rest want amount paper happy bill across central economy pick.
9f5cdfed-ab29-4dd4-bd38-1568cbbfd327,27fec6b4-458b-4a9e-84c7-ae6a253a0bf3,2025-02-02,"How likely are you to recommend our product?, How would you rate the quality of our product?","5, 4",Record start foreign weight hold into.
40478b4a-efbf-4e4c-9e40-062e22866f53,6d9b9ecc-0979-43b8-9665-a0208a86446d,2025-02-01,"How would you rate the quality of our product?, How satisfied are you with the service?, How likely are you to recommend our product?","5, 1, 4",Human about way teacher.
cbe41d3a-5807-4eea-9470-aeb9e30191e7,cdd42801-6166-4ed1-9270-53f3bdf2a258,2025-02-01,"How satisfied are you with the service?, How would you rate the quality of our product?, How easy was it to use our website/app?","1, 2, 5",Write wonder join program tend American few particularly help him attack rich peace.
b7491ed6-72a5-4273-ad35-d455ba0e64d8,f282af3e-cb96-4b06-a850-7be48e215c8d,2025-02-03,"How satisfied are you with the delivery speed?, How would you rate the quality of our product?","5, 2",Fund pass sister capital together officer window information dream ready billion Democrat suggest type represent necessary least day nothing miss.
839cfb28-43c1-4d73-ae07-bc57acc9f5c8,b2b5d044-6da2-4b59-8780-f24bc2d55941,2025-02-02,How would you rate the quality of our product?,4,On environment understand political price such price million candidate act machine.
2ca8bb60-449e-42b0-b3bf-ee94a67b225b,b28dfbc2-914e-445c-956b-3015084072c5,2025-02-03,"How satisfied are you with the service?, How likely are you to recommend our product?, How satisfied are you with the delivery speed?","1, 4, 1",Lay rule wide economic skin machine region art still morning necessary book another.
89559891-9765-45ca-a480-3749f5346ba1,a2bf79a3-eb02-4ee1-b103-54e01b1d24df,2025-02-01,How satisfied are you with the service?,4,Street continue two difficult he sit simply about large act.
a2f716c6-285f-40c7-90b3-0dab9a80619c,b09649b1-2011-4483-9c34-7775c9f96c50,2025-02-02,"How easy was it to use our website/app?, How likely are you to recommend our product?","2, 2",I bank matter design window cup fly able weight participant those particularly common relationship investment safe wife.
46fc3d1c-337d-436d-b678-711b8d95de7a,da95e5be-6ce6-42c4-8b2f-6d2d55d30cfa,2025-02-02,"How satisfied are you with the delivery speed?, How easy was it to use our website/app?","2, 5",Ten work our we full state prove.
8d8438ae-a2a7-438f-81ff-af04a6088a04,b23b9759-9df5-40c7-83ea-122259afa74e,2025-02-03,"How satisfied are you with the service?, How would you rate the quality of our product?","4, 5",Guy painting treatment home other final trouble usually.
106db29e-7ab5-49fe-ad94-727daa2b7fb0,5df594a5-462b-42de-ad43-167f155df088,2025-02-03,"How satisfied are you with the delivery speed?, How likely are you to recommend our product?, How would you rate the quality of our product?","5, 5, 5",Firm risk oil same page factor quickly suddenly per where customer certain bad skill exactly hear.
f6995f35-2c84-4c02-a553-86c0070bec0d,3063df53-8040-470a-9865-281a354e78bd,2025-02-02,"How easy was it to use our website/app?, How satisfied are you with the service?","5, 2",Bad organization finish small require over thought trial pressure.
76f4ca82-0b0f-4b0f-b2f5-54014ee222c5,a7fcbfe0-c16b-4f4f-9c14-b19ae16c5350,2025-02-02,"How would you rate the quality of our product?, How satisfied are you with the delivery speed?, How easy was it to use our website/app?","4, 2, 3",Determine field policy use.
38087b53-fd0f-4302-b25f-20e091369876,763845f3-fdb6-48f7-b6f8-2cff390dde96,2025-02-01,How satisfied are you with the service?,1,Third sell difference late program level leave.
0901af37-4d8a-4c2f-832c-449b505789a0,6d1ebd71-4088-4b81-869b-77d7a663e08e,2025-02-02,"How satisfied are you with the delivery speed?, How likely are you to recommend our product?","4, 2",Environment state event truth moment fire become resource better.
3d60e8d2-8ed4-4431-ab72-8845edb3d838,68cbced5-583f-4d4a-a6fb-07939d01a558,2025-02-01,How satisfied are you with the service?,1,Stay college morning other wonder send about nice writer listen.
b5c7696a-bef6-4c17-a024-ae0393c1a66e,82a42311-c931-462c-919a-54fc9351546a,2025-02-01,"How would you rate the quality of our product?, How satisfied are you with the delivery speed?, How satisfied are you with the service?","5, 1, 3",Recognize attention or city instead place establish take business record near.
70392999-da99-4c44-b172-280ced2361dd,c6592691-54b4-4042-bed8-1c1e7dd3287d,2025-02-01,"How satisfied are you with the delivery speed?, How easy was it to use our website/app?","3, 4",Again within much vote assume general.
ad7edebb-bbf6-423e-bbe6-c46b57ec929b,909bcbd1-3b97-4d2f-966b-125fd3f568a0,2025-02-01,"How satisfied are you with the service?, How easy was it to use our website/app?","5, 5",Look major maybe common value position.
8c5acf99-273d-45ec-890a-3d4a621001a7,a359199f-bcfa-49ea-b973-03b93c0e0073,2025-02-02,How easy was it to use our website/app?,1,Building during might mean affect free article contain tonight.
c0bb9bd2-d456-42e6-96d4-5f65ed947202,5918472f-46f1-4879-b8de-7d8b56ca8f8b,2025-02-01,"How satisfied are you with the delivery speed?, How likely are you to recommend our product?","2, 1",Seat purpose every degree teach born bit big fly finish at politics account pressure husband senior recognize rather board citizen.
1330c911-1a0f-4db0-ba9f-f651dada5e34,81f919a4-fba6-4479-bc40-2d3914a2094d,2025-02-03,"How would you rate the quality of our product?, How easy was it to use our website/app?, How likely are you to recommend our product?","2, 3, 2",Commercial produce sing space now bag scene find conference discuss.
90e4a641-af96-4a37-b939-2e79dfb82dbc,691a1e87-6d81-44ed-81f0-579c1d507eba,2025-02-02,"How satisfied are you with the service?, How would you rate the quality of our product?","5, 2",Several bad off improve education.
8fe114b2-6109-4ca0-b626-0d7091cd29ec,c162fcb2-a877-4758-942e-0a6bd546a246,2025-02-02,"How satisfied are you with the service?, How easy was it to use our website/app?","4, 3",Push kid assume oil system newspaper point.
5336ed51-8d83-4b39-8788-23c1be5544d6,a43cf7fe-73d9-4021-8a67-394901763ba7,2025-02-01,"How satisfied are you with the service?, How would you rate the quality of our product?, How satisfied are you with the delivery speed?","3, 4, 2",Sometimes property television part firm save week watch capital usually various lead particularly fight shake.
52998c1e-ca79-4682-85c7-bd70d9fc2f40,5fa48a14-1fdf-48ad-9c72-bf78e1133cfb,2025-02-01,"How satisfied are you with the service?, How likely are you to recommend our product?","4, 5",See very role note whom fall true take popular practice industry tax piece animal charge record.
ae1f5bca-0bfa-4fc7-9bc8-cb7f500e88fc,afd2a1e7-2a2c-4920-97c0-1e35ada6f7fe,2025-02-03,How satisfied are you with the service?,2,Story democratic pull reflect discover himself stage science.
c2904e32-aab2-4062-99d7-2669b82af82b,2f9928db-8517-4747-b73a-add3e0d6bdca,2025-02-02,"How likely are you to recommend our product?, How satisfied are you with the delivery speed?, How would you rate the quality of our product?","1, 2, 1",Toward she these on determine contain animal find more difficult road people plant reason.
b3f34e5a-3313-48a5-88e4-965a737b499e,3653f119-66ca-41ca-b882-c90e9c6d3d7b,2025-02-01,"How easy was it to use our website/app?, How satisfied are you with the service?","5, 4",Always card certain generation senior.
46c94631-48df-4cf0-889a-aba37d416632,a214d138-2b5a-4614-8189-d47f0e425f41,2025-02-02,How easy was it to use our website/app?,5,Only environment food its skill their consumer politics majority pressure affect take.
889f46c7-b2f4-4587-a64b-3d4d17bc6d86,f68e2f66-5119-4b87-a677-77bf350537fe,2025-02-01,"How would you rate the quality of our product?, How satisfied are you with the delivery speed?","2, 4",Material become trouble pull body too reduce issue benefit.
3ddc892e-4b04-4481-a2a0-46e15f92d050,e3de3a35-195b-4397-9c67-a93b20539430,2025-02-01,How would you rate the quality of our product?,2,Adult help sea commercial get research design role quality resource people decision three pretty.
20a6e84c-4cc9-4403-be6e-38a943c7fde1,f911607d-c180-4f0a-80bd-7409374664d3,2025-02-01,"How likely are you to recommend our product?, How would you rate the quality of our product?, How easy was it to use our website/app?","1, 5, 2",Follow possible past talk leave office heavy idea assume southern dark individual choice company leave notice easy.
1a0ec6a7-b1e7-4fbf-b117-ef37e8729fee,f8a9936a-3f24-43d7-912e-7c1f79767b0a,2025-02-03,"How satisfied are you with the service?, How satisfied are you with the delivery speed?","1, 1",Letter interesting rock interesting big avoid around after.
20142536-1537-4cc2-a535-29de8e438061,85737c0f-e1ae-461d-ba5f-04481c198092,2025-02-01,"How easy was it to use our website/app?, How would you rate the quality of our product?","1, 4",Along produce husband idea explain ten these arm admit growth upon station north change.
358b41b4-b096-4c2e-b48e-3b247f49713f,f9947689-cc1f-4052-a240-89f4ec40a301,2025-02-03,How easy was it to use our website/app?,3,Car sing watch really argue pick again tell always old big answer here choose.
8e9ca175-d3b0-4b2b-8f98-93acf3230124,698587d2-5e9f-4ead-9ca1-8a7a6927e092,2025-02-03,"How satisfied are you with the service?, How likely are you to recommend our product?","2, 1",Stuff son region practice garden morning nothing else tell rate she onto stuff.
961ea475-68be-4a97-876c-81e8cc4a70cf,b77bd62a-11e1-463b-84ef-45fbf724fdfa,2025-02-02,"How satisfied are you with the service?, How would you rate the quality of our product?","3, 1",Probably that two letter fire approach find community east marriage chance real production account high.
0851635d-02fa-4c4f-b885-96ef9e94884f,b6de3bd7-04b3-4bfc-af8f-cb8c0a7175a7,2025-02-03,"How would you rate the quality of our product?, How easy was it to use our website/app?, How satisfied are you with the delivery speed?","2, 4, 2",Admit interview tonight.
d8086f44-e818-434b-abea-d9f197f3afd8,21c0828e-8544-42a0-a374-1928e1132765,2025-02-01,How satisfied are you with the service?,5,Section thus laugh nor include go firm.
8213dd84-d282-462e-9627-d7af6db081ec,ce39749b-ff05-4a40-a284-e34653ca9832,2025-02-02,How likely are you to recommend our product?,2,Investment goal while despite ago whom father once spend stand general artist away design.
e8458877-cb11-4972-999f-f166a435d455,034a9eaa-7581-40b7-9139-bc6c4d311c7e,2025-02-03,"How satisfied are you with the delivery speed?, How would you rate the quality of our product?","4, 1",Wear now administration serious follow oil while several project resource trade perhaps.
381d8ae4-0f47-4ed0-9301-a339d5122cd6,98118955-e899-4d56-a986-8fa3af6c66a0,2025-02-03,"How would you rate the quality of our product?, How satisfied are you with the service?","1, 4",Rule least fund window hold star cold despite.
bf68d5ad-79a9-40e6-b1db-8fb25d4ef4f7,67119f53-889a-4a0c-893f-08e5f4f62547,2025-02-03,How would you rate the quality of our product?,4,Happen daughter suffer including brother capital ready top follow executive left no today indeed sound economy close.
596e9db2-790f-4be7-b592-c515a125d834,377053ca-7a84-490a-ad6a-984becbb0a20,2025-02-03,How satisfied are you with the delivery speed?,3,Year industry in section draw side project you job bad us.
5f93485e-e43c-4d12-9bac-df338ecd7db6,8fd37028-e4a8-4824-b2d0-b65cd7de39d3,2025-02-01,"How likely are you to recommend our product?, How easy was it to use our website/app?","5, 2",We major bar network lawyer either that reveal probably protect new policy.
f081d026-456e-4f30-8533-5a04ca9ff377,0c98e679-9ddd-47cb-a752-aab592a14551,2025-02-01,"How easy was it to use our website/app?, How satisfied are you with the service?, How would you rate the quality of our product?","5, 1, 5",Fly money common remain kitchen free range contain.
192a339d-86da-438b-b7c0-16841c0ddd4d,d16c1b1d-7bae-4008-83db-10c13217b627,2025-02-03,"How would you rate the quality of our product?, How satisfied are you with the service?","2, 4",Likely position matter line church fight either least let when modern us person ground radio.
cf1c0760-cf4d-455d-9c40-2816eb01cd68,61ae31d3-ef46-41c2-97ab-84a65fe78cb2,2025-02-01,"How satisfied are you with the delivery speed?, How likely are you to recommend our product?","5, 5",Every young good.
61b58088-b6e6-4079-b1c0-051a20907827,f1c474bf-2aa6-4251-8eb7-d084c7d36d57,2025-02-01,"How would you rate the quality of our product?, How easy was it to use our website/app?, How satisfied are you with the delivery speed?","2, 4, 1",Back small crime relationship difference.
37b1d605-fede-4b80-8275-001333e7298f,8190ab95-9a7c-41f0-a696-30d810916e64,2025-02-01,"How satisfied are you with the service?, How easy was it to use our website/app?","5, 1",Range those place major statement without draw discuss company high.
eb9dfe61-0165-44e2-b221-ea386a6c0130,8cd3b230-0945-4c7a-9310-8cae3697bc24,2025-02-03,"How likely are you to recommend our product?, How satisfied are you with the service?","1, 5",Drive project surface ask thank suddenly forward he century.
d520b54d-cc38-4949-b8c4-ba28873e6234,bdfd991a-66b7-4bc4-8a42-08b1039386fb,2025-02-02,How would you rate the quality of our product?,3,Ago training field on audience election piece race support.
265e20a3-b138-408c-821b-4841e9b970b9,74919b89-f2eb-461e-834a-24bd23b7fdcc,2025-02-03,"How satisfied are you with the service?, How would you rate the quality of our product?","1, 2",Few condition arm property since watch give see commercial.
9fde43c6-302b-4298-8636-343a1a6c046f,d2429144-214b-4291-8a61-0414c3244768,2025-02-01,"How easy was it to use our website/app?, How would you rate the quality of our product?","5, 3",Claim everyone national week history leg town.
6c19a7d5-99c4-4f8f-b9e0-877aee523dae,08a60943-2147-4712-b8c8-d0fdf0bf511a,2025-02-02,How likely are you to recommend our product?,4,Issue product audience million ok seat later white use I threat do top.
83caf9ae-a3c2-442f-bd0b-0a8bdf867fd4,aad6a7bf-7f47-4863-a380-2103926cb86f,2025-02-01,"How satisfied are you with the delivery speed?, How easy was it to use our website/app?, How satisfied are you with the service?","5, 1, 1",Sure subject environment effect mind magazine kind someone environment compare so voice sing theory catch pay government.
33cd8593-5633-499e-be56-419cf4c3f45a,192096d3-7fe3-49c5-8651-7f74579a587a,2025-02-02,"How satisfied are you with the delivery speed?, How satisfied are you with the service?, How easy was it to use our website/app?","5, 3, 1",Speech own reason product to lawyer source stock quite firm quality entire occur sometimes center measure.
a236605e-946c-4007-b543-4dc75351b234,7bba1c32-c16f-48b1-a5ef-2087977a1104,2025-02-01,"How likely are you to recommend our product?, How satisfied are you with the delivery speed?, How would you rate the quality of our product?","3, 2, 2",Within case dog difference care determine.
f1b78ff0-04af-4b89-81a4-a94e4de40623,d453655f-b455-4ec7-97a7-53fe05bb6c48,2025-02-02,How would you rate the quality of our product?,2,Professor will true risk like interview treatment oil consider mind.
fcda5884-3435-4ac8-9b4b-4c5772e01e64,93a20053-7e8b-48d3-87c4-757136585117,2025-02-01,"How likely are you to recommend our product?, How would you rate the quality of our product?, How satisfied are you with the delivery speed?","5, 2, 5",Type catch garden act employee who.
66a23b2e-ff81-4d73-9534-0438fe0501c7,3087f0e1-77fa-407d-b7c1-b13941b851a3,2025-02-01,"How easy was it to use our website/app?, How likely are you to recommend our product?, How satisfied are you with the delivery speed?","2, 5, 1",Approach movie authority care take population explain away population knowledge way.
729a6a60-48c6-427e-9aa9-9c2cca8fa1a0,2f42ccfd-305b-48e2-af61-c268c5038cd2,2025-02-01,How likely are you to recommend our product?,1,Media challenge thousand late ask air truth agree green town case near.
1e7798c8-59ef-4d6a-afcc-a3a5d8f0c39b,af819707-1f90-483a-acd7-53dd1e0db2d0,2025-02-03,How likely are you to recommend our product?,5,But entire often which forget idea garden which discuss instead practice cultural may material fight evening mean add computer purpose.
09a63b44-ea5d-4df0-aef2-1aac0a98700f,0db285d9-dfe6-4166-8840-28783290b1b8,2025-02-03,"How satisfied are you with the delivery speed?, How would you rate the quality of our product?","1, 5",Final about outside throughout road remember place management soldier run power live.
12c76772-57df-4e7d-ac34-0ed363850121,23f4e884-bd52-413c-b64d-912ee62a067e,2025-02-02,How likely are you to recommend our product?,1,Sea final total final size evidence seem.
0806cc05-7ab1-4789-9635-959700c0c5dc,fb39d3b6-7815-4d81-917a-58ad71efdef6,2025-02-03,"How satisfied are you with the service?, How likely are you to recommend our product?, How would you rate the quality of our product?","3, 4, 4",Nothing represent need.
888a517b-bfa7-49f3-817c-4d742ee41f36,960dc485-c112-427d-b728-2966dbed8387,2025-02-01,How easy was it to use our website/app?,5,Book only effort imagine.
79a8acff-4300-44dd-8133-26d1396d81c5,3f66ff48-62a5-45d0-81c4-d27af78eff39,2025-02-01,"How would you rate the quality of our product?, How likely are you to recommend our product?, How easy was it to use our website/app?","4, 1, 2",Economy reality they another.
e0185cee-16b1-4aff-aa73-2c0094f4444b,ecfb7cf1-2e0a-41e1-95c5-df02d8dd162f,2025-02-03,"How would you rate the quality of our product?, How easy was it to use our website/app?, How likely are you to recommend our product?","1, 4, 1",Reason ago behind sell hear into sense site.
f290fd68-9a42-4918-a253-f3a07bd84b2b,55bc34a9-6281-4315-a0cb-4d2b89d0136b,2025-02-01,"How satisfied are you with the service?, How likely are you to recommend our product?","2, 1",Human security bill indeed me appear send north newspaper against.
63565c72-3c78-4b1c-b7bb-be15edf7bfc3,6a19b3d8-5247-4c91-913e-713da9d06325,2025-02-03,"How likely are you to recommend our product?, How satisfied are you with the service?, How would you rate the quality of our product?","3, 1, 1",Sit future speech on democratic including still.
a163b7a3-6e97-4720-9696-51a3908eb34d,2715abca-54f2-483b-997e-c3667ec45e68,2025-02-02,"How likely are you to recommend our product?, How easy was it to use our website/app?, How satisfied are you with the service?","1, 3, 4",On company determine you through green full wrong protect.
5873c083-ed6f-46eb-a503-4357e34d9cc3,f06d336f-d9a2-4942-90b7-cd9bfcf09b76,2025-02-01,"How easy was it to use our website/app?, How would you rate the quality of our product?","5, 4",Stuff science long respond increase suffer out.
3a1d58eb-dbf7-415e-bb1d-338339dfd26a,99a43332-11b8-4246-9976-c7daac722ca5,2025-02-03,How likely are you to recommend our product?,1,Decide teacher young approach most turn serious know.
9361d95c-de49-4452-8142-48835a1e0a4f,07805341-87e8-4770-90c7-14af9978c01c,2025-02-02,How would you rate the quality of our product?,1,Product until should pull identify sea something hundred night staff measure bar.
90ea4c71-5f74-4a85-9029-692d78436229,de41c15e-baf6-422c-a9a1-dc493efdcbe8,2025-02-01,How would you rate the quality of our product?,4,Car common best fish social case.
87cc7c69-cd7b-41c3-a5fa-19ff9b71ba7a,50df76dc-8ae3-4491-a4b7-e917bf704869,2025-02-03,How would you rate the quality of our product?,3,Not range morning family painting.
f3457a26-31d8-4383-a52f-48c58f45a9f5,326efe90-d8f3-4c90-9b47-cabd3b7ae2a4,2025-02-02,"How satisfied are you with the service?, How satisfied are you with the delivery speed?, How would you rate the quality of our product?","2, 2, 3",Home bring read back prove even result cause relate get well hair its.
244fd9ad-f499-461c-9af6-3cd7139fc0a1,7da73960-904f-4287-947f-d34dc6b74d6f,2025-02-01,"How satisfied are you with the delivery speed?, How likely are you to recommend our product?, How satisfied are you with the service?","3, 1, 5",Meet sense reach visit no indeed song sometimes same than discuss teach forward.
f153d064-e4ca-4c1b-b656-a5cb762ba474,66b3bc34-6a8a-45c4-9d6b-c456df247110,2025-02-02,How satisfied are you with the service?,1,Place official apply near.
